,W10_b,W11_4,W11_1,W12_a,W13,W14_2,W7,W6_a,W5_a,G1_1,W2_1_b,W5_b,W6_b,W3_1_b,G3,G1_3,G1_2,W1_1,W2_1_a,W3_1_a,W1_2_b,W2_2_a,W2_2_b,W2_2_c,W3_2_a,W3_2_b,W3_2_c,W4_2_a,W4_2_b,W10_a,W9,W14_1,W15,G4_a,G2,W4_1_a,W12_b,G4_b,W11_3,W11_2,W1_2_a,W4_1_b,W8
2018-01-01 10:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2018-01-01 11:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2018-01-01 12:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2018-01-01 13:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2018-01-01 14:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,842.878,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2018-01-01 15:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135.686,37.337,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2695.650,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2018-01-01 16:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,747.841,0.000,0.000,0.000,0.000,453.728,691.816,648.910,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4645.298,237.461,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2018-01-01 17:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1499.701,0.000,0.000,0.000,0.000,1022.084,1056.601,1193.324,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5849.775,749.594,0.000,0.000,176.717,0.000,0.000,0.000,0.000,0.000
2018-01-01 18:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1889.984,0.000,0.000,0.000,0.000,1317.291,1243.591,1475.183,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6450.447,1021.146,0.000,0.000,450.495,0.000,0.000,0.000,0.000,0.000
2018-01-01 19:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2458.684,0.000,0.000,0.000,0.000,1747.672,1518.454,1886.708,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7353.154,1415.619,0.000,0.000,841.368,0.000,0.000,0.000,0.000,0.000
2018-01-01 20:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3134.940,0.000,0.000,0.000,0.000,2259.569,1847.725,2376.952,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8438.732,1883.461,0.000,0.000,1302.683,0.000,0.000,0.000,0.000,0.000
2018-01-01 21:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3205.959,0.000,0.000,0.000,0.000,2306.170,1875.249,2418.676,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8508.360,1927.868,0.000,0.000,1351.991,0.000,0.000,0.000,0.000,0.000
2018-01-01 22:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3827.347,0.000,0.000,0.000,0.000,2718.897,2140.572,2814.738,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9386.370,2305.672,0.000,0.000,1725.017,0.000,0.000,0.000,0.000,0.000
2018-01-01 23:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4681.930,0.000,0.000,0.000,0.000,3283.228,2504.133,3357.228,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10598.584,2821.503,0.000,0.000,2231.570,0.000,0.000,0.000,0.000,0.000
2018-01-02 00:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5384.076,0.000,0.000,0.000,0.000,3746.898,2804.160,3802.180,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11593.235,3245.224,0.000,0.000,2647.967,0.000,0.000,0.000,0.000,0.000
2018-01-02 01:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6034.977,0.000,0.000,0.000,0.000,4176.235,3079.893,4215.187,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12511.012,3638.042,0.000,0.000,3034.899,0.000,0.000,0.000,0.000,0.000
2018-01-02 02:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6751.912,0.000,0.000,0.000,0.000,4649.985,3385.851,4670.276,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13530.002,4070.849,0.000,0.000,3459.681,0.000,0.000,0.000,0.000,0.000
2018-01-02 03:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6299.631,0.000,0.000,0.000,0.000,4348.559,3188.329,4377.403,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12847.628,3796.967,0.000,0.000,3198.423,0.000,0.000,0.000,0.000,0.000
2018-01-02 04:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5348.656,0.000,0.000,0.000,0.000,3715.291,2774.821,3766.465,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11438.406,3221.047,0.000,0.000,2644.855,0.000,0.000,0.000,0.000,0.000
2018-01-02 05:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4774.800,0.000,0.000,0.000,0.000,3331.034,2522.045,3397.946,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10576.301,2872.912,0.000,0.000,2313.789,0.000,0.000,0.000,0.000,0.000
2018-01-02 06:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7082.579,0.000,0.000,0.000,0.000,4861.996,3517.350,4873.280,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13937.269,4268.000,0.000,0.000,3668.804,0.000,0.000,0.000,0.000,0.000
2018-01-02 07:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9148.628,0.000,0.000,0.000,0.000,6231.689,4407.064,6193.144,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16939.513,5516.498,0.000,0.000,4882.433,0.000,0.000,0.000,0.000,0.000
2018-01-02 08:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9570.844,0.000,0.000,0.000,0.000,6508.427,4584.341,6461.822,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17520.466,5770.847,0.000,0.000,5135.734,0.000,0.000,0.000,0.000,0.000
2018-01-02 09:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10450.452,0.000,0.000,0.000,0.000,7109.308,5000.535,7087.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18638.539,6337.266,0.000,0.000,5714.901,0.000,0.000,0.000,0.000,0.000
2018-01-02 10:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12822.781,0.000,0.000,0.000,0.000,8758.180,6167.343,8806.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21723.076,7885.793,0.000,0.000,7271.993,0.000,0.000,0.000,0.000,0.000
2018-01-02 11:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15733.832,0.000,0.000,0.000,0.000,10718.685,7476.513,10768.853,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25589.004,9709.828,0.000,0.000,9071.545,0.000,0.000,0.000,0.000,0.000
2018-01-02 12:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17434.345,0.000,0.000,0.000,0.000,11780.805,8086.049,11710.608,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28068.315,10662.135,0.000,0.000,9970.135,0.000,0.000,0.000,0.000,0.000
2018-01-02 13:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19058.734,0.000,0.000,0.000,0.000,12811.479,8699.607,12641.711,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30500.298,11584.628,0.000,0.000,10843.817,0.000,0.000,0.000,0.000,0.000
2018-01-02 14:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20294.601,0.000,0.000,0.000,0.000,13543.709,9072.076,13274.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32155.615,12247.361,0.000,0.000,11466.394,0.000,0.000,0.000,0.000,0.000
2018-01-02 15:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19299.196,0.000,0.000,0.000,0.000,12936.346,8738.507,12706.780,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30965.816,11680.284,0.000,0.000,10919.039,0.000,0.000,0.000,0.000,0.000
2018-01-02 16:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18560.862,0.000,0.000,0.000,0.000,12474.693,8468.359,12277.122,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29996.438,11253.771,0.000,0.000,10507.783,0.000,0.000,0.000,0.000,0.000
2018-01-02 17:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18112.572,0.000,0.000,0.000,0.000,12173.808,8270.402,11987.593,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29356.387,10979.035,0.000,0.000,10245.050,0.000,0.000,0.000,0.000,0.000
2018-01-02 18:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17494.044,0.000,0.000,0.000,0.000,11761.242,8000.127,11587.510,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28467.130,10601.776,0.000,0.000,9881.378,0.000,0.000,0.000,0.000,0.000
2018-01-02 19:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16720.007,0.000,0.000,0.000,0.000,11246.862,7665.388,11088.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27358.640,10131.449,0.000,0.000,9425.722,0.000,0.000,0.000,0.000,0.000
2018-01-02 20:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16915.309,0.000,0.000,0.000,0.000,11375.257,7748.374,11209.438,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27665.990,10246.801,0.000,0.000,9537.473,0.000,0.000,0.000,0.000,0.000
2018-01-02 21:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17145.824,0.000,0.000,0.000,0.000,11526.182,7845.091,11353.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28017.068,10382.985,0.000,0.000,9671.902,0.000,0.000,0.000,0.000,0.000
2018-01-02 22:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17004.897,0.000,0.000,0.000,0.000,11434.425,7784.110,11261.545,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27831.498,10298.880,0.000,0.000,9590.285,0.000,0.000,0.000,0.000,0.000
2018-01-02 23:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16774.658,0.000,0.000,0.000,0.000,11276.093,7679.812,11109.804,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27498.223,10153.438,0.000,0.000,9452.325,0.000,0.000,0.000,0.000,0.000
2018-01-03 00:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16588.404,0.000,0.000,0.000,0.000,11150.767,7596.801,10987.616,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27237.967,10038.471,0.000,0.000,9342.554,0.000,0.000,0.000,0.000,0.000
2018-01-03 01:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16968.805,0.000,0.000,0.000,0.000,11402.275,7759.726,11228.065,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27808.373,10266.419,0.000,0.000,9564.015,0.000,0.000,0.000,0.000,0.000
2018-01-03 02:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16808.701,0.000,0.000,0.000,0.000,11294.718,7688.830,11122.608,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27585.021,10167.574,0.000,0.000,9469.231,0.000,0.000,0.000,0.000,0.000
2018-01-03 03:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16253.567,0.000,0.000,0.000,0.000,10924.802,7446.715,10764.802,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26782.876,9829.798,0.000,0.000,9142.993,0.000,0.000,0.000,0.000,0.000
2018-01-03 04:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15390.371,0.000,0.000,0.000,0.000,10350.295,7071.988,10210.485,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25531.657,9305.980,0.000,0.000,8637.429,0.000,0.000,0.000,0.000,0.000
2018-01-03 05:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14763.366,0.000,0.000,0.000,0.000,9932.351,6798.757,9807.308,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24623.709,8924.856,0.000,0.000,8269.858,0.000,0.000,0.000,0.000,0.000
2018-01-03 06:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14036.604,0.000,0.000,0.000,0.000,9448.463,6482.912,9340.518,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23571.284,8483.568,0.000,0.000,7843.633,0.000,0.000,0.000,0.000,0.000
2018-01-03 07:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13517.715,0.000,0.000,0.000,0.000,9103.061,6257.694,9006.883,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22825.409,8168.170,0.000,0.000,7538.713,0.000,0.000,0.000,0.000,0.000
2018-01-03 08:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13667.612,0.000,0.000,0.000,0.000,9201.411,6322.490,9102.530,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23057.395,8257.334,0.000,0.000,7626.604,0.000,0.000,0.000,0.000,0.000
2018-01-03 09:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13794.567,0.000,0.000,0.000,0.000,9297.141,6401.249,9224.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23138.099,8357.017,0.000,0.000,7742.170,0.000,0.000,0.000,0.000,0.000
2018-01-03 10:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13785.826,0.000,0.000,0.000,0.000,9295.513,6405.679,9237.349,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23046.919,8362.312,0.000,0.000,7757.938,0.000,0.000,0.000,0.000,0.000
2018-01-03 11:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14466.047,0.000,0.000,0.000,0.000,9744.300,6695.576,9682.216,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23926.280,8780.950,0.000,0.000,8174.778,0.000,0.000,0.000,0.000,0.000
2018-01-03 12:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15405.915,0.000,0.000,0.000,0.000,10352.690,7075.847,10295.601,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25001.621,9359.507,0.000,0.000,8755.529,0.000,0.000,0.000,0.000,0.000
2018-01-03 13:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16632.746,0.000,0.000,0.000,0.000,11101.656,7486.918,10978.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26574.698,10048.188,0.000,0.000,9411.543,0.000,0.000,0.000,0.000,0.000
2018-01-03 14:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17167.775,0.000,0.000,0.000,0.000,11382.838,7580.172,11168.670,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27340.610,10289.833,0.000,0.000,9617.163,0.000,0.000,0.000,0.000,0.000
2018-01-03 15:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16031.248,0.000,0.000,0.000,0.000,10694.539,7205.739,10524.950,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26006.089,9643.969,0.000,0.000,8990.042,0.000,0.000,0.000,0.000,0.000
2018-01-03 16:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14621.177,0.000,0.000,0.000,0.000,9793.588,6659.768,9673.832,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24101.051,8816.594,0.000,0.000,8184.104,0.000,0.000,0.000,0.000,0.000
2018-01-03 17:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12460.972,0.000,0.000,0.000,0.000,8358.857,5732.751,8292.622,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20994.760,7506.628,0.000,0.000,6911.689,0.000,0.000,0.000,0.000,0.000
2018-01-03 18:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11522.472,0.000,0.000,0.000,0.000,7743.674,5336.992,7699.737,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19687.622,6943.280,0.000,0.000,6363.116,0.000,0.000,0.000,0.000,0.000
2018-01-03 19:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11840.427,0.000,0.000,0.000,0.000,7956.698,5479.036,7906.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20200.020,7134.855,0.000,0.000,6546.692,0.000,0.000,0.000,0.000,0.000
2018-01-03 20:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11147.127,0.000,0.000,0.000,0.000,7496.623,5181.444,7465.335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19222.882,6714.488,0.000,0.000,6139.450,0.000,0.000,0.000,0.000,0.000
2018-01-03 21:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11132.186,0.000,0.000,0.000,0.000,7487.629,5177.870,7458.503,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19237.058,6704.779,0.000,0.000,6129.474,0.000,0.000,0.000,0.000,0.000
2018-01-03 22:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11525.718,0.000,0.000,0.000,0.000,7748.736,5349.631,7709.824,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19841.470,6941.701,0.000,0.000,6356.745,0.000,0.000,0.000,0.000,0.000
