,W11_3,W11_2,W11_1,W11_4
2025-08-01 04:00:00,0.0,0.0,0.0,0.0
2025-08-01 05:00:00,0.0,0.0,0.0,0.0
2025-08-01 06:00:00,0.0,0.0,0.0,0.0
2025-08-01 07:00:00,0.0,0.0,0.0,0.0
2025-08-01 08:00:00,0.0,0.0,0.0,0.0
2025-08-01 09:00:00,0.0,0.0,0.0,0.0
2025-08-01 10:00:00,0.0,0.0,0.0,0.0
2025-08-01 11:00:00,0.0,0.0,0.0,0.0
2025-08-01 12:00:00,0.0,0.0,0.0,0.0
2025-08-01 13:00:00,0.0,0.0,0.0,0.0
2025-08-01 14:00:00,0.0,0.0,0.0,0.0
2025-08-01 15:00:00,0.0,0.0,0.0,0.0
2025-08-01 16:00:00,0.0,0.0,0.0,0.0
2025-08-01 17:00:00,0.0,0.0,0.0,0.0
2025-08-01 18:00:00,0.0,0.0,0.0,0.0
2025-08-01 19:00:00,0.0,0.0,0.0,0.0
2025-08-01 20:00:00,0.0,0.0,0.0,0.0
2025-08-01 21:00:00,0.0,0.0,0.0,0.0
2025-08-01 22:00:00,0.0,0.0,0.0,0.0
2025-08-01 23:00:00,0.0,0.0,0.0,0.0
2025-08-02 00:00:00,0.0,0.0,0.0,0.0
2025-08-02 01:00:00,0.0,0.0,0.0,0.0
2025-08-02 02:00:00,0.0,0.0,0.0,0.0
2025-08-02 03:00:00,0.0,0.0,0.0,0.0
2025-08-02 04:00:00,0.0,0.0,0.0,0.0
2025-08-02 05:00:00,0.0,0.0,0.0,0.0
2025-08-02 06:00:00,0.0,0.0,0.0,0.0
2025-08-02 07:00:00,0.0,0.0,0.0,0.0
2025-08-02 08:00:00,0.0,0.0,0.0,0.0
2025-08-02 09:00:00,0.0,0.0,0.0,0.0
2025-08-02 10:00:00,0.0,0.0,0.0,0.0
2025-08-02 11:00:00,0.0,0.0,0.0,0.0
2025-08-02 12:00:00,0.0,0.0,0.0,0.0
2025-08-02 13:00:00,0.0,0.0,0.0,0.0
2025-08-02 14:00:00,0.0,0.0,0.0,0.0
2025-08-02 15:00:00,0.0,0.0,0.0,0.0
2025-08-02 16:00:00,0.0,0.0,0.0,0.0
2025-08-02 17:00:00,0.0,0.0,0.0,0.0
2025-08-02 18:00:00,0.0,0.0,0.0,0.0
2025-08-02 19:00:00,0.0,0.0,0.0,0.0
2025-08-02 20:00:00,0.0,0.0,0.0,0.0
2025-08-02 21:00:00,0.0,0.0,0.0,0.0
2025-08-02 22:00:00,0.0,0.0,0.0,0.0
2025-08-02 23:00:00,0.0,0.0,0.0,0.0
2025-08-03 00:00:00,0.0,0.0,0.0,0.0
2025-08-03 01:00:00,0.0,0.0,0.0,0.0
2025-08-03 02:00:00,0.0,0.0,0.0,0.0
2025-08-03 03:00:00,0.0,0.0,0.0,0.0
2025-08-03 04:00:00,0.0,0.0,0.0,0.0
2025-08-03 05:00:00,0.0,0.0,0.0,0.0
2025-08-03 06:00:00,0.0,0.0,0.0,0.0
2025-08-03 07:00:00,0.0,0.0,0.0,0.0
2025-08-03 08:00:00,0.0,0.0,0.0,0.0
2025-08-03 09:00:00,0.0,0.0,0.0,0.0
2025-08-03 10:00:00,0.0,0.0,0.0,0.0
2025-08-03 11:00:00,0.0,0.0,0.0,0.0
2025-08-03 12:00:00,0.0,0.0,0.0,0.0
2025-08-03 13:00:00,0.0,0.0,0.0,0.0
2025-08-03 14:00:00,0.0,0.0,0.0,0.0
2025-08-03 15:00:00,0.0,0.0,0.0,0.0
2025-08-03 16:00:00,0.0,0.0,0.0,0.0
2025-08-03 17:00:00,0.0,0.0,0.0,0.0
2025-08-03 18:00:00,0.0,0.0,0.0,0.0
2025-08-03 19:00:00,0.0,0.0,0.0,0.0
2025-08-03 20:00:00,0.0,0.0,0.0,0.0
2025-08-03 21:00:00,0.0,0.0,0.0,0.0
2025-08-03 22:00:00,0.0,0.0,0.0,0.0
2025-08-03 23:00:00,0.0,0.0,0.0,0.0
2025-08-04 00:00:00,0.0,0.0,0.0,0.0
2025-08-04 01:00:00,0.0,0.0,0.0,0.0
2025-08-04 02:00:00,0.0,0.0,0.0,0.0
2025-08-04 03:00:00,0.0,0.0,0.0,0.0
2025-08-04 04:00:00,0.0,0.0,0.0,0.0
2025-08-04 05:00:00,0.0,0.0,0.0,0.0
2025-08-04 06:00:00,0.0,0.0,0.0,0.0
2025-08-04 07:00:00,0.0,0.0,0.0,0.0
2025-08-04 08:00:00,0.0,0.0,0.0,0.0
2025-08-04 09:00:00,0.0,0.0,0.0,0.0
2025-08-04 10:00:00,0.0,0.0,0.0,0.0
2025-08-04 11:00:00,0.0,0.0,0.0,0.0
2025-08-04 12:00:00,0.0,0.0,0.0,0.0
2025-08-04 13:00:00,0.0,0.0,0.0,0.0
2025-08-04 14:00:00,0.0,0.0,0.0,0.0
2025-08-04 15:00:00,0.0,0.0,0.0,0.0
2025-08-04 16:00:00,0.0,0.0,0.0,0.0
2025-08-04 17:00:00,0.0,0.0,0.0,0.0
2025-08-04 18:00:00,0.0,0.0,0.0,0.0
2025-08-04 19:00:00,0.0,0.0,0.0,0.0
2025-08-04 20:00:00,0.0,0.0,0.0,0.0
2025-08-04 21:00:00,0.0,0.0,0.0,0.0
2025-08-04 22:00:00,0.0,0.0,0.0,0.0
2025-08-04 23:00:00,0.0,0.0,0.0,0.0
2025-08-05 00:00:00,0.0,0.0,0.0,0.0
2025-08-05 01:00:00,0.0,0.0,0.0,0.0
2025-08-05 02:00:00,0.0,0.0,0.0,0.0
2025-08-05 03:00:00,0.0,0.0,0.0,0.0
2025-08-05 04:00:00,0.0,0.0,0.0,0.0
2025-08-05 05:00:00,0.0,0.0,0.0,0.0
2025-08-05 06:00:00,0.0,0.0,0.0,0.0
2025-08-05 07:00:00,0.0,0.0,0.0,0.0
2025-08-05 08:00:00,0.0,0.0,0.0,0.0
2025-08-05 09:00:00,0.0,0.0,0.0,0.0
2025-08-05 10:00:00,0.0,0.0,0.0,0.0
2025-08-05 11:00:00,0.0,0.0,0.0,0.0
2025-08-05 12:00:00,0.0,0.0,0.0,0.0
2025-08-05 13:00:00,0.0,0.0,0.0,0.0
2025-08-05 14:00:00,0.0,0.0,0.0,0.0
2025-08-05 15:00:00,0.0,0.0,0.0,0.0
2025-08-05 16:00:00,0.0,0.0,0.0,0.0
2025-08-05 17:00:00,0.0,0.0,0.0,0.0
2025-08-05 18:00:00,0.0,0.0,0.0,0.0
2025-08-05 19:00:00,0.0,0.0,0.0,0.0
2025-08-05 20:00:00,0.0,0.0,0.0,0.0
2025-08-05 21:00:00,0.0,0.0,0.0,0.0
2025-08-05 22:00:00,0.0,0.0,0.0,0.0
2025-08-05 23:00:00,0.0,0.0,0.0,0.0
2025-08-06 00:00:00,0.0,0.0,0.0,0.0
2025-08-06 01:00:00,0.0,0.0,0.0,0.0
2025-08-06 02:00:00,0.0,0.0,0.0,0.0
2025-08-06 03:00:00,0.0,0.0,0.0,0.0
2025-08-06 04:00:00,0.0,0.0,0.0,0.0
2025-08-06 05:00:00,0.0,0.0,0.0,0.0
2025-08-06 06:00:00,0.0,0.0,0.0,0.0
2025-08-06 07:00:00,0.0,0.0,0.0,0.0
2025-08-06 08:00:00,0.0,0.0,0.0,0.0
2025-08-06 09:00:00,0.0,0.0,0.0,0.0
2025-08-06 10:00:00,0.0,0.0,0.0,0.0
2025-08-06 11:00:00,0.0,0.0,0.0,0.0
2025-08-06 12:00:00,0.0,0.0,0.0,0.0
2025-08-06 13:00:00,0.0,0.0,0.0,0.0
2025-08-06 14:00:00,0.0,0.0,0.0,0.0
2025-08-06 15:00:00,0.0,0.0,0.0,0.0
2025-08-06 16:00:00,0.0,0.0,0.0,0.0
2025-08-06 17:00:00,0.0,0.0,0.0,0.0
2025-08-06 18:00:00,0.0,0.0,0.0,0.0
2025-08-06 19:00:00,0.0,0.0,0.0,0.0
2025-08-06 20:00:00,0.0,0.0,0.0,0.0
2025-08-06 21:00:00,0.0,0.0,0.0,0.0
2025-08-06 22:00:00,0.0,0.0,0.0,0.0
2025-08-06 23:00:00,0.0,0.0,0.0,0.0
2025-08-07 00:00:00,0.0,0.0,0.0,0.0
2025-08-07 01:00:00,0.0,0.0,0.0,0.0
2025-08-07 02:00:00,0.0,0.0,0.0,0.0
2025-08-07 03:00:00,0.0,0.0,0.0,0.0
2025-08-07 04:00:00,0.0,0.0,0.0,0.0
2025-08-07 05:00:00,0.0,0.0,0.0,0.0
2025-08-07 06:00:00,0.0,0.0,0.0,0.0
2025-08-07 07:00:00,0.0,0.0,0.0,0.0
2025-08-07 08:00:00,0.0,0.0,0.0,0.0
2025-08-07 09:00:00,0.0,0.0,0.0,0.0
2025-08-07 10:00:00,0.0,0.0,0.0,0.0
2025-08-07 11:00:00,0.0,0.0,0.0,0.0
2025-08-07 12:00:00,0.0,0.0,0.0,0.0
2025-08-07 13:00:00,0.0,0.0,0.0,0.0
2025-08-07 14:00:00,0.0,0.0,0.0,0.0
2025-08-07 15:00:00,0.0,0.0,0.0,0.0
2025-08-07 16:00:00,0.0,0.0,0.0,0.0
2025-08-07 17:00:00,0.0,0.0,0.0,0.0
2025-08-07 18:00:00,0.0,0.0,0.0,0.0
2025-08-07 19:00:00,0.0,0.0,0.0,0.0
2025-08-07 20:00:00,0.0,0.0,0.0,0.0
2025-08-07 21:00:00,0.0,0.0,0.0,0.0
2025-08-07 22:00:00,0.0,0.0,0.0,0.0
2025-08-07 23:00:00,0.0,0.0,0.0,0.0
2025-08-08 00:00:00,0.0,0.0,0.0,0.0
2025-08-08 01:00:00,0.0,0.0,0.0,0.0
2025-08-08 02:00:00,0.0,0.0,0.0,0.0
2025-08-08 03:00:00,0.0,0.0,0.0,0.0
2025-08-08 04:00:00,0.0,0.0,0.0,0.0
2025-08-08 05:00:00,0.0,0.0,0.0,0.0
2025-08-08 06:00:00,0.0,0.0,0.0,0.0
2025-08-08 07:00:00,0.0,0.0,0.0,0.0
2025-08-08 08:00:00,0.0,0.0,0.0,0.0
2025-08-08 09:00:00,0.0,0.0,0.0,0.0
2025-08-08 10:00:00,0.0,0.0,0.0,0.0
2025-08-08 11:00:00,0.0,0.0,0.0,0.0
2025-08-08 12:00:00,0.0,0.0,0.0,0.0
2025-08-08 13:00:00,0.0,0.0,0.0,0.0
2025-08-08 14:00:00,0.0,0.0,0.0,0.0
2025-08-08 15:00:00,0.0,0.0,0.0,0.0
2025-08-08 16:00:00,0.0,0.0,0.0,0.0
2025-08-08 17:00:00,0.0,0.0,0.0,0.0
2025-08-08 18:00:00,0.0,0.0,0.0,0.0
2025-08-08 19:00:00,0.0,0.0,0.0,0.0
2025-08-08 20:00:00,0.0,0.0,0.0,0.0
2025-08-08 21:00:00,0.0,0.0,0.0,0.0
2025-08-08 22:00:00,0.0,0.0,0.0,0.0
2025-08-08 23:00:00,0.0,0.0,0.0,0.0
2025-08-09 00:00:00,0.0,0.0,0.0,0.0
2025-08-09 01:00:00,0.0,0.0,0.0,0.0
2025-08-09 02:00:00,0.0,0.0,0.0,0.0
2025-08-09 03:00:00,0.0,0.0,0.0,0.0
2025-08-09 04:00:00,0.0,0.0,0.0,0.0
2025-08-09 05:00:00,0.0,0.0,0.0,0.0
2025-08-09 06:00:00,0.0,0.0,0.0,0.0
2025-08-09 07:00:00,0.0,0.0,0.0,0.0
2025-08-09 08:00:00,0.0,0.0,0.0,0.0
2025-08-09 09:00:00,0.0,0.0,0.0,0.0
2025-08-09 10:00:00,0.0,0.0,0.0,0.0
2025-08-09 11:00:00,0.0,0.0,0.0,0.0
2025-08-09 12:00:00,0.0,0.0,0.0,0.0
2025-08-09 13:00:00,0.0,0.0,0.0,0.0
2025-08-09 14:00:00,0.0,0.0,0.0,0.0
2025-08-09 15:00:00,0.0,0.0,0.0,0.0
2025-08-09 16:00:00,0.0,0.0,0.0,0.0
2025-08-09 17:00:00,0.0,0.0,0.0,0.0
2025-08-09 18:00:00,0.0,0.0,0.0,0.0
2025-08-09 19:00:00,0.0,0.0,0.0,0.0
2025-08-09 20:00:00,0.0,0.0,0.0,0.0
2025-08-09 21:00:00,0.0,0.0,0.0,0.0
2025-08-09 22:00:00,0.0,0.0,0.0,0.0
2025-08-09 23:00:00,0.0,0.0,0.0,0.0
2025-08-10 00:00:00,0.0,0.0,0.0,0.0
2025-08-10 01:00:00,0.0,0.0,0.0,0.0
2025-08-10 02:00:00,0.0,0.0,0.0,0.0
2025-08-10 03:00:00,0.0,0.0,0.0,0.0
2025-08-10 04:00:00,0.0,0.0,0.0,0.0
2025-08-10 05:00:00,0.0,0.0,0.0,0.0
2025-08-10 06:00:00,0.0,0.0,0.0,0.0
2025-08-10 07:00:00,0.0,0.0,0.0,0.0
2025-08-10 08:00:00,0.0,0.0,0.0,0.0
2025-08-10 09:00:00,0.0,0.0,0.0,0.0
2025-08-10 10:00:00,0.0,0.0,0.0,0.0
2025-08-10 11:00:00,0.0,0.0,0.0,0.0
2025-08-10 12:00:00,0.0,0.0,0.0,0.0
2025-08-10 13:00:00,0.0,0.0,0.0,0.0
2025-08-10 14:00:00,0.0,0.0,0.0,0.0
2025-08-10 15:00:00,0.0,0.0,0.0,0.0
2025-08-10 16:00:00,0.0,0.0,0.0,0.0
2025-08-10 17:00:00,0.0,0.0,0.0,0.0
2025-08-10 18:00:00,0.0,0.0,0.0,0.0
2025-08-10 19:00:00,0.0,0.0,0.0,0.0
2025-08-10 20:00:00,0.0,0.0,0.0,0.0
2025-08-10 21:00:00,0.0,0.0,0.0,0.0
2025-08-10 22:00:00,0.0,0.0,0.0,0.0
2025-08-10 23:00:00,0.0,0.0,0.0,0.0
2025-08-11 00:00:00,0.0,0.0,0.0,0.0
2025-08-11 01:00:00,0.0,0.0,0.0,0.0
2025-08-11 02:00:00,0.0,0.0,0.0,0.0
2025-08-11 03:00:00,0.0,0.0,0.0,0.0
2025-08-11 04:00:00,0.0,0.0,0.0,0.0
2025-08-11 05:00:00,0.0,0.0,0.0,0.0
2025-08-11 06:00:00,0.0,0.0,0.0,0.0
2025-08-11 07:00:00,0.0,0.0,0.0,0.0
2025-08-11 08:00:00,0.0,0.0,0.0,0.0
2025-08-11 09:00:00,0.0,0.0,0.0,0.0
2025-08-11 10:00:00,0.0,0.0,0.0,0.0
2025-08-11 11:00:00,0.0,0.0,0.0,0.0
2025-08-11 12:00:00,0.0,0.0,0.0,0.0
2025-08-11 13:00:00,0.0,0.0,0.0,0.0
2025-08-11 14:00:00,0.0,0.0,0.0,0.0
2025-08-11 15:00:00,0.0,0.0,0.0,0.0
2025-08-11 16:00:00,0.0,0.0,0.0,0.0
2025-08-11 17:00:00,0.0,0.0,0.0,0.0
2025-08-11 18:00:00,0.0,0.0,0.0,0.0
2025-08-11 19:00:00,0.0,0.0,0.0,0.0
2025-08-11 20:00:00,0.0,0.0,0.0,0.0
2025-08-11 21:00:00,0.0,0.0,0.0,0.0
2025-08-11 22:00:00,0.0,0.0,0.0,0.0
2025-08-11 23:00:00,0.0,0.0,0.0,0.0
2025-08-12 00:00:00,0.0,0.0,0.0,0.0
2025-08-12 01:00:00,0.0,0.0,0.0,0.0
2025-08-12 02:00:00,0.0,0.0,0.0,0.0
2025-08-12 03:00:00,0.0,0.0,0.0,0.0
2025-08-12 04:00:00,0.0,0.0,0.0,0.0
2025-08-12 05:00:00,0.0,0.0,0.0,0.0
2025-08-12 06:00:00,0.0,0.0,0.0,0.0
2025-08-12 07:00:00,0.0,0.0,0.0,0.0
2025-08-12 08:00:00,0.0,0.0,0.0,0.0
2025-08-12 09:00:00,0.0,0.0,0.0,0.0
2025-08-12 10:00:00,0.0,0.0,0.0,0.0
2025-08-12 11:00:00,0.0,0.0,0.0,0.0
2025-08-12 12:00:00,0.0,0.0,0.0,0.0
2025-08-12 13:00:00,0.0,0.0,0.0,0.0
2025-08-12 14:00:00,0.0,0.0,0.0,0.0
2025-08-12 15:00:00,0.0,0.0,0.0,0.0
2025-08-12 16:00:00,0.0,0.0,0.0,0.0
2025-08-12 17:00:00,0.0,0.0,0.0,0.0
2025-08-12 18:00:00,0.0,0.0,0.0,0.0
2025-08-12 19:00:00,0.0,0.0,0.0,0.0
2025-08-12 20:00:00,0.0,0.0,0.0,0.0
2025-08-12 21:00:00,0.0,0.0,0.0,0.0
2025-08-12 22:00:00,0.0,0.0,0.0,0.0
2025-08-12 23:00:00,0.0,0.0,0.0,0.0
2025-08-13 00:00:00,0.0,0.0,0.0,0.0
2025-08-13 01:00:00,0.0,0.0,0.0,0.0
2025-08-13 02:00:00,0.0,0.0,0.0,0.0
2025-08-13 03:00:00,0.0,0.0,0.0,0.0
2025-08-13 04:00:00,0.0,0.0,0.0,0.0
2025-08-13 05:00:00,0.0,0.0,0.0,0.0
2025-08-13 06:00:00,0.0,0.0,0.0,0.0
2025-08-13 07:00:00,0.0,0.0,0.0,0.0
2025-08-13 08:00:00,0.0,0.0,0.0,0.0
2025-08-13 09:00:00,0.0,0.0,0.0,0.0
2025-08-13 10:00:00,0.0,0.0,0.0,0.0
2025-08-13 11:00:00,0.0,0.0,0.0,0.0
2025-08-13 12:00:00,0.0,0.0,0.0,0.0
2025-08-13 13:00:00,0.0,0.0,0.0,0.0
2025-08-13 14:00:00,0.0,0.0,0.0,0.0
2025-08-13 15:00:00,0.0,0.0,0.0,0.0
2025-08-13 16:00:00,0.0,0.0,0.0,0.0
2025-08-13 17:00:00,0.0,0.0,0.0,0.0
2025-08-13 18:00:00,0.0,0.0,0.0,0.0
2025-08-13 19:00:00,0.0,0.0,0.0,0.0
2025-08-13 20:00:00,0.0,0.0,0.0,0.0
2025-08-13 21:00:00,0.0,0.0,0.0,0.0
2025-08-13 22:00:00,0.0,0.0,0.0,0.0
2025-08-13 23:00:00,0.0,0.0,0.0,0.0
2025-08-14 00:00:00,0.0,0.0,0.0,0.0
2025-08-14 01:00:00,0.0,0.0,0.0,0.0
2025-08-14 02:00:00,0.0,0.0,0.0,0.0
2025-08-14 03:00:00,0.0,0.0,0.0,0.0
2025-08-14 04:00:00,0.0,0.0,0.0,0.0
2025-08-14 05:00:00,0.0,0.0,0.0,0.0
2025-08-14 06:00:00,0.0,0.0,0.0,0.0
2025-08-14 07:00:00,0.0,0.0,0.0,0.0
2025-08-14 08:00:00,0.0,0.0,0.0,0.0
2025-08-14 09:00:00,0.0,0.0,0.0,0.0
2025-08-14 10:00:00,0.0,0.0,0.0,0.0
2025-08-14 11:00:00,0.0,0.0,0.0,0.0
2025-08-14 12:00:00,0.0,0.0,0.0,0.0
2025-08-14 13:00:00,0.0,0.0,0.0,0.0
2025-08-14 14:00:00,0.0,0.0,0.0,0.0
2025-08-14 15:00:00,0.0,0.0,0.0,0.0
2025-08-14 16:00:00,0.0,0.0,0.0,0.0
2025-08-14 17:00:00,0.0,0.0,0.0,0.0
2025-08-14 18:00:00,0.0,0.0,0.0,0.0
2025-08-14 19:00:00,0.0,0.0,0.0,0.0
2025-08-14 20:00:00,0.0,0.0,0.0,0.0
2025-08-14 21:00:00,0.0,0.0,0.0,0.0
2025-08-14 22:00:00,0.0,0.0,0.0,0.0
2025-08-14 23:00:00,0.0,0.0,0.0,0.0
2025-08-15 00:00:00,0.0,0.0,0.0,0.0
2025-08-15 01:00:00,0.0,0.0,0.0,0.0
2025-08-15 02:00:00,0.0,0.0,0.0,0.0
2025-08-15 03:00:00,0.0,0.0,0.0,0.0
2025-08-15 04:00:00,0.0,0.0,0.0,0.0
2025-08-15 05:00:00,0.0,0.0,0.0,0.0
2025-08-15 06:00:00,0.0,0.0,0.0,0.0
2025-08-15 07:00:00,0.0,0.0,0.0,0.0
2025-08-15 08:00:00,0.0,0.0,0.0,0.0
2025-08-15 09:00:00,0.0,0.0,0.0,0.0
2025-08-15 10:00:00,0.0,0.0,0.0,0.0
2025-08-15 11:00:00,0.0,0.0,0.0,0.0
2025-08-15 12:00:00,0.0,0.0,0.0,0.0
2025-08-15 13:00:00,0.0,0.0,0.0,0.0
2025-08-15 14:00:00,0.0,0.0,0.0,0.0
2025-08-15 15:00:00,0.0,0.0,0.0,0.0
2025-08-15 16:00:00,0.0,0.0,0.0,0.0
2025-08-15 17:00:00,0.0,0.0,0.0,0.0
2025-08-15 18:00:00,0.0,0.0,0.0,0.0
2025-08-15 19:00:00,0.0,0.0,0.0,0.0
2025-08-15 20:00:00,0.0,0.0,0.0,0.0
2025-08-15 21:00:00,0.0,0.0,0.0,0.0
2025-08-15 22:00:00,0.0,0.0,0.0,0.0
2025-08-15 23:00:00,0.0,0.0,0.0,0.0
2025-08-16 00:00:00,0.0,0.0,0.0,0.0
2025-08-16 01:00:00,0.0,0.0,0.0,0.0
2025-08-16 02:00:00,0.0,0.0,0.0,0.0
2025-08-16 03:00:00,0.0,0.0,0.0,0.0
2025-08-16 04:00:00,0.0,0.0,0.0,0.0
2025-08-16 05:00:00,0.0,0.0,0.0,0.0
2025-08-16 06:00:00,0.0,0.0,0.0,0.0
2025-08-16 07:00:00,0.0,0.0,0.0,0.0
2025-08-16 08:00:00,0.0,0.0,0.0,0.0
2025-08-16 09:00:00,0.0,0.0,0.0,0.0
2025-08-16 10:00:00,0.0,0.0,0.0,0.0
2025-08-16 11:00:00,0.0,0.0,0.0,0.0
2025-08-16 12:00:00,0.0,0.0,0.0,0.0
2025-08-16 13:00:00,0.0,0.0,0.0,0.0
2025-08-16 14:00:00,0.0,0.0,0.0,0.0
2025-08-16 15:00:00,0.0,0.0,0.0,0.0
2025-08-16 16:00:00,0.0,0.0,0.0,0.0
2025-08-16 17:00:00,0.0,0.0,0.0,0.0
2025-08-16 18:00:00,0.0,0.0,0.0,0.0
2025-08-16 19:00:00,0.0,0.0,0.0,0.0
2025-08-16 20:00:00,0.0,0.0,0.0,0.0
2025-08-16 21:00:00,0.0,0.0,0.0,0.0
2025-08-16 22:00:00,0.0,0.0,0.0,0.0
2025-08-16 23:00:00,0.0,0.0,0.0,0.0
2025-08-17 00:00:00,0.0,0.0,0.0,0.0
2025-08-17 01:00:00,0.0,0.0,0.0,0.0
2025-08-17 02:00:00,0.0,0.0,0.0,0.0
2025-08-17 03:00:00,0.0,0.0,0.0,0.0
2025-08-17 04:00:00,0.0,0.0,0.0,0.0
2025-08-17 05:00:00,0.0,0.0,0.0,0.0
2025-08-17 06:00:00,0.0,0.0,0.0,0.0
2025-08-17 07:00:00,0.0,0.0,0.0,0.0
2025-08-17 08:00:00,0.0,0.0,0.0,0.0
2025-08-17 09:00:00,0.0,0.0,0.0,0.0
2025-08-17 10:00:00,0.0,0.0,0.0,0.0
2025-08-17 11:00:00,0.0,0.0,0.0,0.0
2025-08-17 12:00:00,0.0,0.0,0.0,0.0
2025-08-17 13:00:00,0.0,0.0,0.0,0.0
2025-08-17 14:00:00,0.0,0.0,0.0,0.0
2025-08-17 15:00:00,0.0,0.0,0.0,0.0
2025-08-17 16:00:00,0.0,0.0,0.0,0.0
2025-08-17 17:00:00,0.0,0.0,0.0,0.0
2025-08-17 18:00:00,0.0,0.0,0.0,0.0
2025-08-17 19:00:00,0.0,0.0,0.0,0.0
2025-08-17 20:00:00,0.0,0.0,0.0,0.0
2025-08-17 21:00:00,0.0,0.0,0.0,0.0
2025-08-17 22:00:00,0.0,0.0,0.0,0.0
2025-08-17 23:00:00,267.0375671386719,268.31317138671875,267.9564819335937,266.3388671875
2025-08-18 00:00:00,1708.2095947265625,1726.44140625,1721.3504638671875,1698.0867919921875
2025-08-18 01:00:00,4613.21533203125,4692.70751953125,4670.40185546875,4569.50732421875
2025-08-18 02:00:00,8788.9072265625,9002.642578125,8942.271484375,8672.4658203125
2025-08-18 03:00:00,13196.2998046875,13634.06640625,13510.1748046875,12962.611328125
2025-08-18 04:00:00,18006.86328125,18759.25390625,18545.08203125,17606.94140625
2025-08-18 05:00:00,23468.38671875,24642.890625,24304.27734375,22845.609375
2025-08-18 06:00:00,26717.078125,28411.08203125,27921.5234375,25827.4765625
2025-08-18 07:00:00,26554.4375,28803.69140625,28150.8359375,25387.3671875
2025-08-18 08:00:00,23749.919921875,26522.310546875,25712.771484375,22332.578125
2025-08-18 09:00:00,19229.650390625,22439.962890625,21495.849609375,17617.4140625
2025-08-18 10:00:00,13495.6552734375,17018.986328125,15974.0361328125,11761.6611328125
2025-08-18 11:00:00,6972.0830078125,10661.8544921875,9558.4111328125,5202.56103515625
2025-08-18 12:00:00,0.0,2429.8583984375,1309.4970703125,0.0
2025-08-18 13:00:00,0.0,0.0,0.0,0.0
2025-08-18 14:00:00,0.0,0.0,0.0,0.0
2025-08-18 15:00:00,0.0,0.0,0.0,0.0
2025-08-18 16:00:00,0.0,0.0,0.0,0.0
2025-08-18 17:00:00,0.0,0.0,0.0,0.0
2025-08-18 18:00:00,0.0,0.0,0.0,0.0
2025-08-18 19:00:00,0.0,0.0,0.0,0.0
2025-08-18 20:00:00,0.0,0.0,0.0,0.0
2025-08-18 21:00:00,0.0,0.0,0.0,0.0
2025-08-18 22:00:00,0.0,0.0,0.0,0.0
2025-08-18 23:00:00,0.0,0.0,0.0,0.0
2025-08-19 00:00:00,0.0,0.0,0.0,0.0
2025-08-19 01:00:00,0.0,0.0,0.0,0.0
2025-08-19 02:00:00,0.0,0.0,0.0,0.0
2025-08-19 03:00:00,166.19358825683594,240.6271209716797,216.24267578125,141.25738525390625
2025-08-19 04:00:00,1190.2332763671875,1369.003173828125,1312.359375,1124.7783203125
2025-08-19 05:00:00,3772.03369140625,4083.219482421875,3986.0625,3650.540283203125
2025-08-19 06:00:00,5635.25,6130.5703125,5978.029296875,5430.20703125
2025-08-19 07:00:00,3254.570556640625,3927.80029296875,3720.9443359375,2970.657958984375
2025-08-19 08:00:00,0.0,0.0,0.0,0.0
2025-08-19 09:00:00,0.0,0.0,0.0,0.0
2025-08-19 10:00:00,0.0,0.0,0.0,0.0
2025-08-19 11:00:00,0.0,0.0,0.0,0.0
2025-08-19 12:00:00,0.0,0.0,0.0,0.0
2025-08-19 13:00:00,0.0,0.0,0.0,0.0
2025-08-19 14:00:00,0.0,0.0,0.0,0.0
2025-08-19 15:00:00,0.0,0.0,0.0,0.0
2025-08-19 16:00:00,0.0,0.0,0.0,0.0
2025-08-19 17:00:00,0.0,0.0,0.0,0.0
2025-08-19 18:00:00,0.0,0.0,0.0,0.0
2025-08-19 19:00:00,0.0,0.0,0.0,0.0
2025-08-19 20:00:00,0.0,0.0,0.0,0.0
2025-08-19 21:00:00,0.0,0.0,0.0,0.0
2025-08-19 22:00:00,0.0,0.0,0.0,0.0
2025-08-19 23:00:00,0.0,0.0,0.0,0.0
2025-08-20 00:00:00,0.0,0.0,0.0,0.0
2025-08-20 01:00:00,0.0,0.0,0.0,0.0
2025-08-20 02:00:00,0.0,0.0,0.0,0.0
2025-08-20 03:00:00,0.0,0.0,0.0,0.0
2025-08-20 04:00:00,0.0,0.0,0.0,0.0
2025-08-20 05:00:00,0.0,0.0,0.0,0.0
2025-08-20 06:00:00,0.0,0.0,0.0,0.0
2025-08-20 07:00:00,0.0,0.0,0.0,0.0
2025-08-20 08:00:00,0.0,0.0,0.0,0.0
2025-08-20 09:00:00,0.0,0.0,0.0,0.0
2025-08-20 10:00:00,0.0,0.0,0.0,0.0
2025-08-20 11:00:00,0.0,0.0,0.0,0.0
2025-08-20 12:00:00,0.0,0.0,0.0,0.0
2025-08-20 13:00:00,0.0,0.0,0.0,0.0
2025-08-20 14:00:00,0.0,0.0,0.0,0.0
2025-08-20 15:00:00,0.0,0.0,0.0,0.0
2025-08-20 16:00:00,0.0,0.0,0.0,0.0
2025-08-20 17:00:00,0.0,0.0,0.0,0.0
2025-08-20 18:00:00,0.0,0.0,0.0,0.0
2025-08-20 19:00:00,0.0,0.0,0.0,0.0
2025-08-20 20:00:00,0.0,0.0,0.0,0.0
